,Number,Label,Brand,Title,price,Review_Number,href,date
246,247,Exclusive,,"Cassique 52 in, Integrated LED Indoor/Outdoor Matte Black Selectable CCT Ceiling Fan with Light, Remote Control",$199.00,15,https://www.homedepot.com/p/Cassique-52-in-Integrated-LED-Indoor-Outdoor-Matte-Black-Selectable-CCT-Ceiling-Fan-with-Light-Remote-Control-FR-CSQ52C5-MBBG/328205836,2024-07-11
247,248,,,20 in. LED Indoor White Low Profile Ceiling Fan with Dimmable Lighting Small Flush Mount Ceiling Fan with Remote,$109.99,9,https://www.homedepot.com/p/20-in-LED-Indoor-White-Low-Profile-Ceiling-Fan-with-Dimmable-Lighting-Small-Flush-Mount-Ceiling-Fan-with-Remote-HD-IL-03/326889523,2024-07-11
248,249,,CARRO,"Wilkes 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$179.00,6,https://www.homedepot.com/p/CARRO-Wilkes-52-in-Dimmable-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS525B3-L22-W1-1/322225570,2024-07-11
249,250,Exclusive,Home Decorators Collection,Stonemill 36 in. LED Outdoor Matte Black Ceiling Fan with Light,$269.00,144,https://www.homedepot.com/p/Home-Decorators-Collection-Stonemill-36-in-LED-Outdoor-Matte-Black-Ceiling-Fan-with-Light-AM689-MBK/306898112,2024-07-11
250,251,Sponsored,TOZING,52 in. Smart Indoor Black Low Profile Standard Flush Mount Ceiling Fan Light with Bright White Integrated LED 5 Blades,$123.00,6,https://www.homedepot.com/p/TOZING-52-in-Smart-Indoor-Black-Low-Profile-Standard-Flush-Mount-Ceiling-Fan-Light-with-Bright-White-Integrated-LED-5-Blades-CFL-FS6989/329256843,2024-07-11
251,252,Sponsored,IHOMEadore,52 in. LED Indoor Natural Brass Ceiling Fan with Remote Control,$246.74,4,https://www.homedepot.com/p/IHOMEadore-52-in-LED-Indoor-Natural-Brass-Ceiling-Fan-with-Remote-Control-BBCPS1268A4-NBR/321329410,2024-07-11
252,253,Top Rated,Hunter,Reveille 60 in. LED Indoor Noble Bronze Ceiling Fan with Light and Remote,$159.99,427,https://www.homedepot.com/p/Hunter-Reveille-60-in-LED-Indoor-Noble-Bronze-Ceiling-Fan-with-Light-and-Remote-50580/311956695,2024-07-11
253,254,Top Rated,Home Decorators Collection,Triplex 60 in. LED Brushed Bronze Ceiling Fan with Light,$209.00,365,https://www.homedepot.com/p/Home-Decorators-Collection-Triplex-60-in-LED-Brushed-Bronze-Ceiling-Fan-with-Light-YG749-BRB/307266742,2024-07-11
254,255,,Hampton Bay,Seaport II 52 in. Indoor/Outdoor Wet Rated Matte Black Ceiling Fan with LED Bulbs Included,$149.00,35,https://www.homedepot.com/p/Hampton-Bay-Seaport-II-52-in-Indoor-Outdoor-Wet-Rated-Matte-Black-Ceiling-Fan-with-LED-Bulbs-Included-YG991-MBK/320552625,2024-07-11
255,256,,,Trice 44 in. LED Matte White Ceiling Fan,$56.97,717,https://www.homedepot.com/p/Trice-44-in-LED-Matte-White-Ceiling-Fan-YG269AP-MWH/304542832,2024-07-11
256,257,,Hunter,Ocala 52 in. LED Indoor/Outdoor Noble Bronze Ceiling Fan with Light,$152.99,477,https://www.homedepot.com/p/Hunter-Ocala-52-in-LED-Indoor-Outdoor-Noble-Bronze-Ceiling-Fan-with-Light-59214/206857879,2024-07-11
257,258,,Home Decorators Collection,Emery 56 in. LED Glossy White Ceiling Fan with Remote Control,$207.00,105,https://www.homedepot.com/p/Home-Decorators-Collection-Emery-56-in-LED-Glossy-White-Ceiling-Fan-with-Remote-Control-AM641H-GLWH/305363991,2024-07-11
258,259,Exclusive,Hampton Bay,Ceva 44 in. Indoor/Outdoor Matte Black with Matte Black Blades Ceiling Fan with Adjustable White with Remote Included,$169.00,36,https://www.homedepot.com/p/Hampton-Bay-Ceva-44-in-Indoor-Outdoor-Matte-Black-with-Matte-Black-Blades-Ceiling-Fan-with-Adjustable-White-with-Remote-Included-AK363HA-MBK/322921001,2024-07-11
259,260,,Bell + Howell,Socket Fan 15.7 in. Indoor White Socket Ceiling Warm Light Fan with Remote,$49.99,107,https://www.homedepot.com/p/Bell-Howell-Socket-Fan-15-7-in-Indoor-White-Socket-Ceiling-Warm-Light-Fan-with-Remote-9965/325637731,2024-07-11
260,261,,CARRO,"Essex II 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$239.99,2,https://www.homedepot.com/p/CARRO-Essex-II-60-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-NS605J-L12-BG-1/328291109,2024-07-11
261,262,Exclusive,Home Decorators Collection,Reagan 52 in. LED Indoor Brushed Nickel Ceiling Fan with Light Kit and Remote Control,$199.00,463,https://www.homedepot.com/p/Home-Decorators-Collection-Reagan-52-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG423-BN/206394978,2024-07-11
262,263,,TOZING,19.6 in. Indoor Bronze Low Profile Fabric Farmhouse Caged Enclosed Flush Mount Ceiling Fan with Light Kit and Remote,$120.00,38,https://www.homedepot.com/p/TOZING-19-6-in-Indoor-Bronze-Low-Profile-Fabric-Farmhouse-Caged-Enclosed-Flush-Mount-Ceiling-Fan-with-Light-Kit-and-Remote-THICF6605MHKM-2209/326486788,2024-07-11
263,264,,CARRO,"Essex 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",$149.99,6,https://www.homedepot.com/p/CARRO-Essex-52-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-w-Alexa-Google-Home-S525J-L12-BG-1/317571346,2024-07-11
264,265,,CARRO,"Antrim 52 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$269.00,15,https://www.homedepot.com/p/CARRO-Antrim-52-in-Integrated-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS523A2-L12-BM2-1-FM/321677152,2024-07-11
265,266,Exclusive,Hampton Bay,Menage 52 in. Integrated LED Indoor Low Profile Brushed Nickel Ceiling Fan with Light Kit,$109.00,1311,https://www.homedepot.com/p/Hampton-Bay-Menage-52-in-Integrated-LED-Indoor-Low-Profile-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-14600/301876847,2024-07-11
266,267,Exclusive,Home Decorators Collection,Benson 44 in. LED White Ceiling Fan with Light and Remote Control,$149.00,321,https://www.homedepot.com/p/Home-Decorators-Collection-Benson-44-in-LED-White-Ceiling-Fan-with-Light-and-Remote-Control-YG654-WH/305364105,2024-07-11
267,268,,Sofucor,52 in. Integrated LED Indoor/Outdoor Black Ceiling Fan with Light Kit and Remote Control,$191.07,25,https://www.homedepot.com/p/Sofucor-52-in-Integrated-LED-Indoor-Outdoor-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-KYL5247BKHTM/323396293,2024-07-11
268,269,,,Hugger II 52 in. Indoor Brushed Nickel Low Profile Ceiling Fan with 2 LED Bulbs Included,$66.96,32,https://www.homedepot.com/p/Hugger-II-52-in-Indoor-Brushed-Nickel-Low-Profile-Ceiling-Fan-with-2-LED-Bulbs-Included-RD4130AH-BN/322920445,2024-07-11
269,270,,Hunter,Hilmouth 52 in. Indoor Matte Silver Ceiling Fan with Light,$149.00,44,https://www.homedepot.com/p/Hunter-Hilmouth-52-in-Indoor-Matte-Silver-Ceiling-Fan-with-Light-51426/317255426,2024-07-11
270,271,,,20 in. Indoor Black Modern Low Profile Ceiling Fan with LED Light Caged Enclosed Ceiling Fan with Remote and APP Control,$124.13,6,https://www.homedepot.com/p/20-in-Indoor-Black-Modern-Low-Profile-Ceiling-Fan-with-LED-Light-Caged-Enclosed-Ceiling-Fan-with-Remote-and-APP-Control-HD-CF-20/328254321,2024-07-11
271,272,,Hunter,Newbury 60 in. Indoor Onyx Bengal Ceiling Fan with Remote and Light Kit,$199.00,53,https://www.homedepot.com/p/Hunter-Newbury-60-in-Indoor-Onyx-Bengal-Ceiling-Fan-with-Remote-and-Light-Kit-51563/318472850,2024-07-11
272,273,,Hunter,Newsome 52 in. Indoor Brushed Nickel Bowl Light Kit Low-Profile Ceiling Fan,,302,https://www.homedepot.com/p/Hunter-Newsome-52-in-Indoor-Brushed-Nickel-Bowl-Light-Kit-Low-Profile-Ceiling-Fan-53315/206941792,2024-07-11
273,274,,Hampton Bay,Panache 52 in. LED Indoor Matte Black with Brass Accents Ceiling Fan with Uplight/Downlight and Remote Included,$99.00,2,https://www.homedepot.com/p/Hampton-Bay-Panache-52-in-LED-Indoor-Matte-Black-with-Brass-Accents-Ceiling-Fan-with-Uplight-Downlight-and-Remote-Included-92407/322702201,2024-07-11
274,275,Exclusive,Home Decorators Collection,Petersford 52 in. Integrated LED Indoor Brushed Nickel Ceiling Fan with Light Kit and Remote Control,$159.00,1519,https://www.homedepot.com/p/Home-Decorators-Collection-Petersford-52-in-Integrated-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-and-Remote-Control-24425/301161479,2024-07-11
275,276,,,Hugger 56 in. LED Espresso Bronze Ceiling Fan,$74.97,553,https://www.homedepot.com/p/Hugger-56-in-LED-Espresso-Bronze-Ceiling-Fan-AL383D-EB/304542818,2024-07-11
276,277,,CARRO,"Tilbury 48 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$175.90,6,https://www.homedepot.com/p/CARRO-Tilbury-48-in-Integrated-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS483J3-L11-BS-1/320292977,2024-07-11
277,278,,Hunter,Erikson 52 in. Indoor Burnished Brass Ceiling Fan with Remote and Light Kit,$143.20,10,https://www.homedepot.com/p/Hunter-Erikson-52-in-Indoor-Burnished-Brass-Ceiling-Fan-with-Remote-and-Light-Kit-51728/320051792,2024-07-11
